Batch 0 - Dataset Indices: [2, 2], Sample Indices: [2173, 730]
Batch 20235 - Dataset Indices: [2, 2], Sample Indices: [8335, 6569]
Batch 20236 - Dataset Indices: [2, 2], Sample Indices: [1201, 7931]
Batch 20237 - Dataset Indices: [2, 2], Sample Indices: [3365, 7998]
Batch 20238 - Dataset Indices: [1, 1], Sample Indices: [5000, 15066]
Batch 20239 - Dataset Indices: [2, 2], Sample Indices: [2996, 2211]
Batch 20240 - Dataset Indices: [2, 2], Sample Indices: [8182, 6286]
Batch 20241 - Dataset Indices: [2, 2], Sample Indices: [8352, 4010]
Batch 20242 - Dataset Indices: [2, 2], Sample Indices: [4088, 3566]
Batch 20243 - Dataset Indices: [2, 2], Sample Indices: [7025, 8827]
Batch 20244 - Dataset Indices: [1, 1], Sample Indices: [10083, 15517]
Batch 20245 - Dataset Indices: [1, 1], Sample Indices: [20400, 7244]
Batch 20246 - Dataset Indices: [1, 1], Sample Indices: [9992, 20035]
Batch 20247 - Dataset Indices: [0, 0], Sample Indices: [70654, 68647]
Batch 20248 - Dataset Indices: [1, 1], Sample Indices: [12558, 8486]
Batch 20249 - Dataset Indices: [0, 0], Sample Indices: [2066, 17120]
Batch 20250 - Dataset Indices: [1, 1], Sample Indices: [13650, 19063]
Batch 20251 - Dataset Indices: [1, 1], Sample Indices: [18763, 2713]
Batch 20252 - Dataset Indices: [1, 1], Sample Indices: [3304, 11179]
Batch 20253 - Dataset Indices: [2, 2], Sample Indices: [4685, 2188]
Batch 20254 - Dataset Indices: [2, 2], Sample Indices: [6656, 5909]
Batch 20255 - Dataset Indices: [0, 0], Sample Indices: [24371, 53402]
Batch 20256 - Dataset Indices: [2, 2], Sample Indices: [8734, 8640]
Batch 20257 - Dataset Indices: [0, 0], Sample Indices: [4901, 55340]
Batch 20258 - Dataset Indices: [2, 2], Sample Indices: [2877, 131]
Batch 20259 - Dataset Indices: [0, 0], Sample Indices: [71188, 12263]
Batch 20260 - Dataset Indices: [0, 0], Sample Indices: [6744, 570]
Batch 20261 - Dataset Indices: [2, 2], Sample Indices: [4213, 2639]
Batch 20262 - Dataset Indices: [2, 2], Sample Indices: [1528, 7914]
Batch 20263 - Dataset Indices: [1, 1], Sample Indices: [13165, 3988]
Batch 20264 - Dataset Indices: [2, 2], Sample Indices: [4633, 1994]
Batch 20265 - Dataset Indices: [1, 1], Sample Indices: [17534, 16377]
Batch 20266 - Dataset Indices: [2, 2], Sample Indices: [1403, 659]
Batch 20267 - Dataset Indices: [2, 2], Sample Indices: [2885, 1773]
Batch 20268 - Dataset Indices: [0, 0], Sample Indices: [53223, 3603]
Batch 20269 - Dataset Indices: [1, 1], Sample Indices: [7398, 7384]
Batch 20270 - Dataset Indices: [0, 0], Sample Indices: [49780, 64277]
Batch 20271 - Dataset Indices: [0, 0], Sample Indices: [54604, 55819]
Batch 20272 - Dataset Indices: [0, 0], Sample Indices: [3445, 36509]
Batch 20273 - Dataset Indices: [0, 0], Sample Indices: [10462, 69236]
Batch 20274 - Dataset Indices: [0, 0], Sample Indices: [33477, 19692]
Batch 20275 - Dataset Indices: [1, 1], Sample Indices: [20163, 5981]
Batch 20276 - Dataset Indices: [0, 0], Sample Indices: [16894, 13383]
Batch 20277 - Dataset Indices: [1, 1], Sample Indices: [12781, 7414]
Batch 20278 - Dataset Indices: [0, 0], Sample Indices: [30573, 52203]
Batch 20279 - Dataset Indices: [0, 0], Sample Indices: [42668, 26144]
Batch 20280 - Dataset Indices: [2, 2], Sample Indices: [2595, 105]
Batch 20281 - Dataset Indices: [2, 2], Sample Indices: [7906, 6533]
Batch 20282 - Dataset Indices: [0, 0], Sample Indices: [25800, 50118]
Batch 20283 - Dataset Indices: [0, 0], Sample Indices: [3076, 12742]
Batch 20284 - Dataset Indices: [0, 0], Sample Indices: [60850, 14611]
Batch 20285 - Dataset Indices: [2, 2], Sample Indices: [6027, 3037]
Batch 20286 - Dataset Indices: [2, 2], Sample Indices: [5597, 1097]
Batch 20287 - Dataset Indices: [0, 0], Sample Indices: [9653, 67296]
Batch 20288 - Dataset Indices: [0, 0], Sample Indices: [49597, 63192]
Batch 20289 - Dataset Indices: [1, 1], Sample Indices: [12540, 13999]
Batch 20290 - Dataset Indices: [1, 1], Sample Indices: [1672, 6134]
Batch 20291 - Dataset Indices: [0, 0], Sample Indices: [43543, 67365]
Batch 20292 - Dataset Indices: [0, 0], Sample Indices: [31117, 19312]
Batch 20293 - Dataset Indices: [1, 1], Sample Indices: [12010, 16635]
Batch 20294 - Dataset Indices: [0, 0], Sample Indices: [50657, 19354]
Batch 20295 - Dataset Indices: [0, 0], Sample Indices: [43087, 46700]
Batch 20296 - Dataset Indices: [0, 0], Sample Indices: [57295, 49683]
Batch 20297 - Dataset Indices: [1, 1], Sample Indices: [15389, 19268]
Batch 20298 - Dataset Indices: [2, 2], Sample Indices: [2816, 1276]
Batch 20299 - Dataset Indices: [1, 1], Sample Indices: [10952, 18132]
Batch 20300 - Dataset Indices: [1, 1], Sample Indices: [19172, 18263]
Batch 20301 - Dataset Indices: [0, 0], Sample Indices: [33060, 13576]
Batch 20302 - Dataset Indices: [2, 2], Sample Indices: [8780, 1596]
Batch 20303 - Dataset Indices: [1, 1], Sample Indices: [4044, 19502]
Batch 20304 - Dataset Indices: [0, 0], Sample Indices: [9212, 6231]
Batch 20305 - Dataset Indices: [0, 0], Sample Indices: [54830, 17760]
Batch 20306 - Dataset Indices: [1, 1], Sample Indices: [9728, 3354]
Batch 20307 - Dataset Indices: [2, 2], Sample Indices: [717, 6058]
Batch 20308 - Dataset Indices: [0, 0], Sample Indices: [27554, 47391]
Batch 20309 - Dataset Indices: [1, 1], Sample Indices: [6583, 15815]
Batch 20310 - Dataset Indices: [0, 0], Sample Indices: [43477, 8957]
Batch 20311 - Dataset Indices: [0, 0], Sample Indices: [62265, 16149]
Batch 20312 - Dataset Indices: [2, 2], Sample Indices: [5319, 3536]
Batch 20313 - Dataset Indices: [2, 2], Sample Indices: [5605, 6049]
Batch 20314 - Dataset Indices: [0, 0], Sample Indices: [39217, 24491]
Batch 20315 - Dataset Indices: [2, 2], Sample Indices: [4438, 6082]
Batch 20316 - Dataset Indices: [1, 1], Sample Indices: [696, 9050]
Batch 20317 - Dataset Indices: [0, 0], Sample Indices: [35276, 13960]
Batch 20318 - Dataset Indices: [0, 0], Sample Indices: [25853, 27010]
Batch 20319 - Dataset Indices: [1, 1], Sample Indices: [1519, 1453]
Batch 20320 - Dataset Indices: [2, 2], Sample Indices: [5960, 4196]
Batch 20321 - Dataset Indices: [2, 2], Sample Indices: [4712, 8188]
Batch 20322 - Dataset Indices: [2, 2], Sample Indices: [93, 1667]
Batch 20323 - Dataset Indices: [0, 0], Sample Indices: [39442, 22072]
Batch 20324 - Dataset Indices: [1, 1], Sample Indices: [9998, 14333]
Batch 20325 - Dataset Indices: [2, 2], Sample Indices: [6852, 7272]
Batch 20326 - Dataset Indices: [2, 2], Sample Indices: [4708, 1496]
Batch 20327 - Dataset Indices: [2, 2], Sample Indices: [5070, 6138]
Batch 20328 - Dataset Indices: [0, 0], Sample Indices: [5597, 22488]
Batch 20329 - Dataset Indices: [0, 0], Sample Indices: [26502, 52026]
Batch 20330 - Dataset Indices: [0, 0], Sample Indices: [3648, 15067]
Batch 20331 - Dataset Indices: [2, 2], Sample Indices: [702, 8767]
Batch 20332 - Dataset Indices: [2, 2], Sample Indices: [4880, 2713]
Batch 20333 - Dataset Indices: [0, 0], Sample Indices: [18551, 48363]
Batch 20334 - Dataset Indices: [1, 1], Sample Indices: [8482, 2414]
Batch 20335 - Dataset Indices: [1, 1], Sample Indices: [19304, 4403]
Batch 20336 - Dataset Indices: [2, 2], Sample Indices: [5501, 7062]
Batch 20337 - Dataset Indices: [0, 0], Sample Indices: [53285, 7470]
Batch 20338 - Dataset Indices: [1, 1], Sample Indices: [16389, 13575]
Batch 20339 - Dataset Indices: [1, 1], Sample Indices: [4501, 15271]
Batch 20340 - Dataset Indices: [0, 0], Sample Indices: [57026, 4496]
Batch 20341 - Dataset Indices: [0, 0], Sample Indices: [39953, 62625]
Batch 20342 - Dataset Indices: [2, 2], Sample Indices: [1900, 874]
Batch 20343 - Dataset Indices: [2, 2], Sample Indices: [5042, 5904]
Batch 20344 - Dataset Indices: [0, 0], Sample Indices: [12160, 48045]
Batch 20345 - Dataset Indices: [1, 1], Sample Indices: [18877, 1202]
Batch 20346 - Dataset Indices: [2, 2], Sample Indices: [5616, 5288]
Batch 20347 - Dataset Indices: [1, 1], Sample Indices: [18106, 3541]
Batch 20348 - Dataset Indices: [2, 2], Sample Indices: [7542, 8552]
Batch 20349 - Dataset Indices: [0, 0], Sample Indices: [42642, 15291]
Batch 20350 - Dataset Indices: [0, 0], Sample Indices: [65183, 16462]
Batch 20351 - Dataset Indices: [2, 2], Sample Indices: [7283, 7808]
Batch 20352 - Dataset Indices: [0, 0], Sample Indices: [49447, 54953]
Batch 20353 - Dataset Indices: [0, 0], Sample Indices: [69467, 49394]
Batch 20354 - Dataset Indices: [0, 0], Sample Indices: [1336, 30548]
Batch 20355 - Dataset Indices: [0, 0], Sample Indices: [28906, 22494]
Batch 20356 - Dataset Indices: [0, 0], Sample Indices: [23860, 23667]
Batch 20357 - Dataset Indices: [1, 1], Sample Indices: [211, 3775]
Batch 20358 - Dataset Indices: [0, 0], Sample Indices: [38535, 58775]
Batch 20359 - Dataset Indices: [1, 1], Sample Indices: [6799, 9105]
Batch 20360 - Dataset Indices: [1, 1], Sample Indices: [15441, 8664]
Batch 20361 - Dataset Indices: [2, 2], Sample Indices: [1771, 4763]
Batch 20362 - Dataset Indices: [0, 0], Sample Indices: [15513, 73190]
Batch 20363 - Dataset Indices: [2, 2], Sample Indices: [8236, 331]
Batch 20364 - Dataset Indices: [1, 1], Sample Indices: [9901, 9895]
Batch 20365 - Dataset Indices: [1, 1], Sample Indices: [15824, 4859]
Batch 20366 - Dataset Indices: [0, 0], Sample Indices: [900, 62843]
Batch 20367 - Dataset Indices: [2, 2], Sample Indices: [391, 3048]
Batch 20368 - Dataset Indices: [2, 2], Sample Indices: [962, 418]
Batch 20369 - Dataset Indices: [1, 1], Sample Indices: [15418, 14644]
Batch 20370 - Dataset Indices: [0, 0], Sample Indices: [62124, 5264]
Batch 20371 - Dataset Indices: [0, 0], Sample Indices: [21168, 13771]
Batch 20372 - Dataset Indices: [0, 0], Sample Indices: [36749, 4284]
Batch 20373 - Dataset Indices: [0, 0], Sample Indices: [5668, 55845]
Batch 20374 - Dataset Indices: [1, 1], Sample Indices: [16940, 14119]
Batch 20375 - Dataset Indices: [1, 1], Sample Indices: [12674, 19687]
Batch 20376 - Dataset Indices: [2, 2], Sample Indices: [2537, 163]
Batch 20377 - Dataset Indices: [2, 2], Sample Indices: [2434, 7266]
Batch 20378 - Dataset Indices: [0, 0], Sample Indices: [68774, 24084]
Batch 20379 - Dataset Indices: [0, 0], Sample Indices: [19824, 13331]
Batch 20380 - Dataset Indices: [1, 1], Sample Indices: [6257, 16485]
Batch 20381 - Dataset Indices: [1, 1], Sample Indices: [18653, 2231]
Batch 20382 - Dataset Indices: [0, 0], Sample Indices: [3741, 38887]
Batch 20383 - Dataset Indices: [0, 0], Sample Indices: [6105, 57603]
Batch 20384 - Dataset Indices: [2, 2], Sample Indices: [6616, 5988]
Batch 20385 - Dataset Indices: [0, 0], Sample Indices: [51149, 48965]
Batch 20386 - Dataset Indices: [2, 2], Sample Indices: [4700, 2888]
Batch 20387 - Dataset Indices: [0, 0], Sample Indices: [939, 12069]
Batch 20388 - Dataset Indices: [1, 1], Sample Indices: [12822, 17961]
Batch 20389 - Dataset Indices: [0, 0], Sample Indices: [48901, 27923]
Batch 20390 - Dataset Indices: [0, 0], Sample Indices: [53919, 32688]
Batch 20391 - Dataset Indices: [2, 2], Sample Indices: [5181, 1171]
Batch 20392 - Dataset Indices: [0, 0], Sample Indices: [47874, 54886]
Batch 20393 - Dataset Indices: [2, 2], Sample Indices: [5207, 4989]
Batch 20394 - Dataset Indices: [2, 2], Sample Indices: [5720, 7023]
Batch 20395 - Dataset Indices: [0, 0], Sample Indices: [14317, 18043]
Batch 20396 - Dataset Indices: [1, 1], Sample Indices: [18326, 4525]
Batch 20397 - Dataset Indices: [1, 1], Sample Indices: [10937, 18970]
Batch 20398 - Dataset Indices: [2, 2], Sample Indices: [7339, 7870]
Batch 20399 - Dataset Indices: [2, 2], Sample Indices: [5651, 3845]
Batch 20400 - Dataset Indices: [1, 1], Sample Indices: [6352, 10915]
Batch 20401 - Dataset Indices: [1, 1], Sample Indices: [4522, 11941]
Batch 20402 - Dataset Indices: [0, 0], Sample Indices: [46438, 8514]
Batch 20403 - Dataset Indices: [1, 1], Sample Indices: [9968, 15156]
Batch 20404 - Dataset Indices: [2, 2], Sample Indices: [2545, 4580]
Batch 20405 - Dataset Indices: [2, 2], Sample Indices: [8409, 2021]
Batch 20406 - Dataset Indices: [1, 1], Sample Indices: [16741, 7573]
Batch 20407 - Dataset Indices: [2, 2], Sample Indices: [1611, 3242]
Batch 20408 - Dataset Indices: [0, 0], Sample Indices: [950, 67068]
Batch 20409 - Dataset Indices: [1, 1], Sample Indices: [381, 15598]
Batch 20410 - Dataset Indices: [1, 1], Sample Indices: [3425, 15258]
Batch 20411 - Dataset Indices: [1, 1], Sample Indices: [7046, 10911]
Batch 20412 - Dataset Indices: [2, 2], Sample Indices: [5122, 4411]
Batch 20413 - Dataset Indices: [0, 0], Sample Indices: [40821, 22684]
Batch 20414 - Dataset Indices: [1, 1], Sample Indices: [6341, 19144]
Batch 20415 - Dataset Indices: [2, 2], Sample Indices: [1524, 6235]
Batch 20416 - Dataset Indices: [0, 0], Sample Indices: [22462, 33183]
Batch 20417 - Dataset Indices: [1, 1], Sample Indices: [5274, 14042]
Batch 20418 - Dataset Indices: [1, 1], Sample Indices: [1308, 5773]
Batch 20419 - Dataset Indices: [1, 1], Sample Indices: [2498, 5865]
Batch 20420 - Dataset Indices: [2, 2], Sample Indices: [6881, 2273]
Batch 20421 - Dataset Indices: [1, 1], Sample Indices: [7300, 19260]
Batch 20422 - Dataset Indices: [2, 2], Sample Indices: [5813, 6142]
Batch 20423 - Dataset Indices: [1, 1], Sample Indices: [15898, 8180]
Batch 20424 - Dataset Indices: [1, 1], Sample Indices: [5362, 10156]
Batch 20425 - Dataset Indices: [2, 2], Sample Indices: [4135, 7839]
Batch 20426 - Dataset Indices: [0, 0], Sample Indices: [4563, 155]
Batch 20427 - Dataset Indices: [1, 1], Sample Indices: [5231, 4284]
Batch 20428 - Dataset Indices: [0, 0], Sample Indices: [62048, 19317]
Batch 20429 - Dataset Indices: [0, 0], Sample Indices: [56870, 36741]
Batch 20430 - Dataset Indices: [2, 2], Sample Indices: [2928, 8165]
Batch 20431 - Dataset Indices: [0, 0], Sample Indices: [19960, 63480]
Batch 20432 - Dataset Indices: [1, 1], Sample Indices: [14877, 2285]
Batch 20433 - Dataset Indices: [2, 2], Sample Indices: [1081, 5794]
Batch 20434 - Dataset Indices: [1, 1], Sample Indices: [13712, 7396]
Batch 20435 - Dataset Indices: [0, 0], Sample Indices: [71529, 66941]
Batch 20436 - Dataset Indices: [2, 2], Sample Indices: [6526, 6443]
Batch 20437 - Dataset Indices: [1, 1], Sample Indices: [11980, 3044]
Batch 20438 - Dataset Indices: [1, 1], Sample Indices: [11602, 10314]
Batch 20439 - Dataset Indices: [2, 2], Sample Indices: [1791, 5451]
Batch 20440 - Dataset Indices: [1, 1], Sample Indices: [19735, 10560]
Batch 20441 - Dataset Indices: [0, 0], Sample Indices: [12800, 16553]
Batch 20442 - Dataset Indices: [1, 1], Sample Indices: [12352, 4570]
Batch 20443 - Dataset Indices: [2, 2], Sample Indices: [3752, 3700]
Batch 20444 - Dataset Indices: [1, 1], Sample Indices: [19645, 16617]
Batch 20445 - Dataset Indices: [1, 1], Sample Indices: [7700, 1216]
Batch 20446 - Dataset Indices: [0, 0], Sample Indices: [66159, 46962]
Batch 20447 - Dataset Indices: [1, 1], Sample Indices: [14416, 7191]
Batch 20448 - Dataset Indices: [2, 2], Sample Indices: [6071, 4242]
Batch 20449 - Dataset Indices: [0, 0], Sample Indices: [58008, 13333]
Batch 20450 - Dataset Indices: [0, 0], Sample Indices: [5400, 3079]
Batch 20451 - Dataset Indices: [1, 1], Sample Indices: [7694, 9382]
Batch 20452 - Dataset Indices: [1, 1], Sample Indices: [9953, 7167]
Batch 20453 - Dataset Indices: [1, 1], Sample Indices: [13230, 17310]
Batch 20454 - Dataset Indices: [0, 0], Sample Indices: [18536, 65215]
Batch 20455 - Dataset Indices: [2, 2], Sample Indices: [2202, 4818]
Batch 20456 - Dataset Indices: [2, 2], Sample Indices: [3719, 7965]
Batch 20457 - Dataset Indices: [1, 1], Sample Indices: [18340, 15311]
Batch 20458 - Dataset Indices: [2, 2], Sample Indices: [6847, 981]
Batch 20459 - Dataset Indices: [0, 0], Sample Indices: [22047, 48853]
Batch 20460 - Dataset Indices: [0, 0], Sample Indices: [38180, 38361]
Batch 20461 - Dataset Indices: [1, 1], Sample Indices: [18978, 10948]
Batch 20462 - Dataset Indices: [1, 1], Sample Indices: [9314, 4959]
Batch 20463 - Dataset Indices: [0, 0], Sample Indices: [6135, 20600]
Batch 20464 - Dataset Indices: [2, 2], Sample Indices: [2533, 3889]
Batch 20465 - Dataset Indices: [2, 2], Sample Indices: [1044, 1019]
Batch 20466 - Dataset Indices: [1, 1], Sample Indices: [15656, 16428]
Batch 20467 - Dataset Indices: [2, 2], Sample Indices: [8424, 4113]
Batch 20468 - Dataset Indices: [0, 0], Sample Indices: [21495, 49223]
Batch 20469 - Dataset Indices: [2, 2], Sample Indices: [6507, 8873]
Batch 20470 - Dataset Indices: [0, 0], Sample Indices: [35906, 43860]
Batch 20471 - Dataset Indices: [1, 1], Sample Indices: [12962, 6310]
Batch 20472 - Dataset Indices: [1, 1], Sample Indices: [4323, 16352]
Batch 20473 - Dataset Indices: [0, 0], Sample Indices: [244, 40713]
Batch 20474 - Dataset Indices: [2, 2], Sample Indices: [296, 8873]
Batch 20475 - Dataset Indices: [1, 1], Sample Indices: [14205, 4929]
Batch 20476 - Dataset Indices: [2, 2], Sample Indices: [5951, 7142]
Batch 20477 - Dataset Indices: [1, 1], Sample Indices: [10364, 1441]
Batch 20478 - Dataset Indices: [1, 1], Sample Indices: [6805, 12776]
Batch 20479 - Dataset Indices: [1, 1], Sample Indices: [13256, 6449]
Batch 20480 - Dataset Indices: [0, 0], Sample Indices: [25197, 15218]
Batch 20481 - Dataset Indices: [2, 2], Sample Indices: [2565, 7243]
Batch 20482 - Dataset Indices: [0, 0], Sample Indices: [42666, 21919]
Batch 20483 - Dataset Indices: [0, 0], Sample Indices: [65989, 20741]
Batch 20484 - Dataset Indices: [1, 1], Sample Indices: [16145, 2982]
Batch 20485 - Dataset Indices: [0, 0], Sample Indices: [19285, 33113]
Batch 20486 - Dataset Indices: [0, 0], Sample Indices: [33812, 17951]
Batch 20487 - Dataset Indices: [1, 1], Sample Indices: [10814, 2658]
Batch 20488 - Dataset Indices: [0, 0], Sample Indices: [31072, 28850]
Batch 20489 - Dataset Indices: [1, 1], Sample Indices: [9435, 11651]
Batch 20490 - Dataset Indices: [2, 2], Sample Indices: [8235, 8587]
Batch 20491 - Dataset Indices: [1, 1], Sample Indices: [3281, 18518]
Batch 20492 - Dataset Indices: [0, 0], Sample Indices: [447, 71878]
Batch 20493 - Dataset Indices: [2, 2], Sample Indices: [5028, 8357]
Batch 20494 - Dataset Indices: [0, 0], Sample Indices: [6037, 38590]
Batch 20495 - Dataset Indices: [1, 1], Sample Indices: [13809, 14187]
Batch 20496 - Dataset Indices: [0, 0], Sample Indices: [49758, 25031]
Batch 20497 - Dataset Indices: [1, 1], Sample Indices: [8477, 14966]
Batch 20498 - Dataset Indices: [2, 2], Sample Indices: [5736, 4176]
Batch 20499 - Dataset Indices: [0, 0], Sample Indices: [14164, 54317]
Batch 20500 - Dataset Indices: [0, 0], Sample Indices: [7804, 29985]
Batch 20501 - Dataset Indices: [2, 2], Sample Indices: [5156, 8364]
Batch 20502 - Dataset Indices: [1, 1], Sample Indices: [17487, 13994]
Batch 20503 - Dataset Indices: [1, 1], Sample Indices: [7345, 3875]
Batch 20504 - Dataset Indices: [1, 1], Sample Indices: [19938, 11148]
Batch 20505 - Dataset Indices: [1, 1], Sample Indices: [8147, 7770]
Batch 20506 - Dataset Indices: [0, 0], Sample Indices: [16853, 30665]
Batch 20507 - Dataset Indices: [0, 0], Sample Indices: [29718, 34000]
Batch 20508 - Dataset Indices: [1, 1], Sample Indices: [1538, 7660]
Batch 20509 - Dataset Indices: [1, 1], Sample Indices: [17111, 13414]
Batch 20510 - Dataset Indices: [2, 2], Sample Indices: [793, 5197]
Batch 20511 - Dataset Indices: [0, 0], Sample Indices: [65688, 17313]
Batch 20512 - Dataset Indices: [1, 1], Sample Indices: [11092, 8965]
Batch 20513 - Dataset Indices: [1, 1], Sample Indices: [830, 8695]
Batch 20514 - Dataset Indices: [0, 0], Sample Indices: [64613, 25446]
Batch 20515 - Dataset Indices: [2, 2], Sample Indices: [2948, 164]
Batch 20516 - Dataset Indices: [0, 0], Sample Indices: [63890, 68728]
Batch 20517 - Dataset Indices: [2, 2], Sample Indices: [7978, 569]
Batch 20518 - Dataset Indices: [2, 2], Sample Indices: [766, 4361]
Batch 20519 - Dataset Indices: [2, 2], Sample Indices: [2982, 1793]
Batch 20520 - Dataset Indices: [1, 1], Sample Indices: [18435, 15639]
